Seed: 0.005759974132439671
Rows: 12
Cols: 10
Wall Percent: 25
Enforcement of Wall Values: yes
Forced Wall Validity: yes
Penalty Function: yes
Penalty Coefficient: 2.3
Survival Stategy: plus
Survival Selection: k_tourn
Parent Selection: k_tourn
Convergence Termination: yes
n Point Crossover: yes
n Points: 2
mu: 100
lambda: 50
Parent Tournament Size: 15
Survival Tournament Size: 15
Mutation Rate: 0.25
Insert Mutation Rate: 0.25
Evaluations Until Termination: 10000
Termination Convergence Criterion: 5000
Repair Function: yes
Results Log

Run 1
100 	 25.040 	 58 	 9.130 	 0 	 5.730 	 3 
150 	 37.950 	 71 	 2.420 	 0 	 5.430 	 3 
200 	 44.600 	 72 	 0.930 	 0 	 5.390 	 3 
250 	 49.390 	 73 	 0.630 	 0 	 5.500 	 3 
300 	 52.520 	 73 	 0.480 	 0 	 5.480 	 3 
350 	 54.170 	 78 	 0.480 	 0 	 5.430 	 3 
400 	 55.980 	 78 	 0.340 	 0 	 5.440 	 3 
450 	 55.640 	 78 	 0.320 	 0 	 5.270 	 3 
500 	 55.060 	 78 	 0.300 	 0 	 5.120 	 3 
550 	 57.210 	 78 	 0.300 	 0 	 5.170 	 3 
600 	 58.320 	 78 	 0.300 	 0 	 5.150 	 3 
650 	 59.220 	 78 	 0.300 	 0 	 5.080 	 3 
700 	 60.920 	 78 	 0.300 	 0 	 5.060 	 2 
750 	 61.480 	 78 	 0.300 	 0 	 4.950 	 2 
800 	 61.480 	 78 	 0.300 	 0 	 4.950 	 2 
850 	 60.980 	 78 	 0.300 	 0 	 4.830 	 2 
900 	 61.960 	 78 	 0.300 	 0 	 4.910 	 2 
950 	 61.020 	 78 	 0.300 	 0 	 4.790 	 2 
1000 	 62.600 	 78 	 0.300 	 0 	 4.900 	 2 
1050 	 62.520 	 78 	 0.300 	 0 	 4.860 	 2 
1100 	 62.540 	 78 	 0.250 	 0 	 4.740 	 2 
1150 	 63.280 	 78 	 0.250 	 0 	 4.650 	 2 
1200 	 62.250 	 78 	 0.250 	 0 	 4.450 	 2 
1250 	 62.030 	 78 	 0.210 	 0 	 4.420 	 2 
1300 	 62.910 	 78 	 0.210 	 0 	 4.490 	 2 
1350 	 63.580 	 79 	 0.120 	 0 	 4.510 	 2 
1400 	 63.700 	 79 	 0.120 	 0 	 4.470 	 2 
1450 	 63.940 	 79 	 0.120 	 0 	 4.500 	 2 
